chi2,mass,radii,mdot,velocity,ID
73.49014,17.5,74.4,2.10E-05,1206,2783
73.510285,17.6,80.8,2.20E-05,1559,2784
73.556529,17.5,74.7,8.30E-06,374,2785
73.576726,19.6,116,2.81E-05,1621.843088,2786
73.597127,17.5,75.3,2.20E-05,1234,2787
73.66263,17.5,76.4,9.50E-06,327,2788
73.682382,17.5,73.4,2.10E-05,1688,2789
73.695292,17.5,75.3,2.62E-05,1519.144564,2790
73.711723,17.6,82.2,1.20E-05,681,2791
73.726927,19.2,67.5,1.41E-05,1070.282964,2792
73.761086,19.2,64.8,1.42E-05,810.764516,2793
73.779043,19.2,64.5,1.68E-05,1039.476061,2794
73.812197,17.5,74.7,1.20E-05,778,2795
73.819836,19.4,78.9,1.23E-05,380.4579926,2796
73.82688,19.2,65.7,2.31E-05,1739.108303,2797
73.876478,17.6,80.8,2.50E-05,1455,2798
73.896917,19.4,77.7,9.37E-06,465.497241,2799
73.966123,17.6,78.2,8.30E-06,347,2800
74.008107,17.6,83.2,1.40E-05,849,2801
74.127307,19.1,60.2,1.75E-05,1385.284671,2802
74.129895,17.6,78.8,9.30E-06,447,2803
74.160403,17.6,82.2,2.50E-05,1049,2804
74.193214,17.5,74.7,2.40E-05,1217,2805
74.2164,19.3,73.1,2.25E-05,1440.984779,2806
74.217573,17.5,74.7,2.48E-05,1476.508164,2807
74.249759,17.5,73.4,1.50E-05,717,2808
74.256479,17.5,76.4,1.00E-05,593,2809
74.305995,30.8,95.5,1.52E-05,806.2983706,2810
74.33592,19.2,65.3,1.03E-05,444.2979169,2811
74.358687,19.1,63.2,1.64E-05,992.7020209,2812
74.370206,17.6,84.1,2.47E-05,1650.193238,2813
74.379211,17.5,74.7,8.40E-06,393,2814
74.403062,19.2,66.8,1.09E-05,505.9905864,2815
74.406751,17.5,74.7,8.20E-06,368,2816
74.518708,17.6,83.2,1.30E-05,802,2817
74.559395,17.5,74.7,1.03E-05,432.0700611,2818
74.595933,17.5,75.3,9.40E-06,533,2819
74.600415,24.6,101.1,2.25E-05,1038.772179,2820
74.634089,17.5,75.3,9.20E-06,310,2821
74.651275,19.1,60.1,9.27E-06,759.6526661,2822
74.654564,19.4,80.4,1.20E-05,601,2823
74.677033,17.5,74.4,1.46E-05,1093.18038,2824
74.679467,17.5,75.3,2.90E-05,1859,2825
74.697378,17.5,75.3,2.78E-05,1884.97163,2826
74.723155,19.4,78,2.23E-05,1123.805432,2827
74.756819,17.5,73.8,2.34E-05,1250.94972,2828
74.774539,17.5,73.4,2.50E-05,1938,2829
74.786107,17.6,83,2.84E-05,1835.915727,2830
74.794657,19.1,60.7,1.99E-05,1685.372959,2831
74.828371,17.5,77,9.97E-06,372.3937012,2832
74.865103,17.6,83,1.40E-05,559,2833
74.873755,17.6,83,1.30E-05,424,2834
74.983706,17.6,78.5,2.22E-05,1178.741894,2835
74.988337,17.6,83,2.10E-05,1017,2836
75.011666,17.5,73.4,8.90E-06,430,2837
75.080838,19.6,114.4,2.33E-05,1172.870315,2838
75.097553,19.3,74.1,9.50E-06,505,2839
75.108845,17.6,81.9,3.00E-05,1590,2840
75.132746,17.5,74.7,2.50E-05,1438,2841
75.137176,17.6,83.2,1.20E-05,435,2842
75.15519,19.3,74.6,9.64E-06,527.3658264,2843
75.218797,17.5,74.7,2.84E-05,1820.259078,2844
75.234594,17.5,75.3,2.70E-05,1877,2845
75.242862,17.6,78.2,1.80E-05,1256,2846
75.256404,17.5,74.7,2.22E-05,1704.679361,2847
75.269223,17.6,83,2.00E-05,796,2848
75.292849,17.6,81.1,1.83E-05,873.6625832,2849
75.30388,17.5,74.7,2.10E-05,1625,2850
75.344942,17.6,82.2,1.60E-05,1019,2851
75.365233,19.2,66.8,1.86E-05,1219.786026,2852
75.37084,17.6,78.8,1.50E-05,981,2853
75.372741,19.4,77.7,2.45E-05,1392.961415,2854
75.403098,28.4,96.2,2.64E-05,1710.805535,2855
75.411082,18.6,112.5,2.82E-05,1629.487913,2856
75.439298,17.5,73.8,1.40E-05,1017,2857
75.470955,19.3,71.4,1.92E-05,1319.779267,2858
75.481021,17.5,74.7,2.20E-05,1062,2859
75.494674,17.5,73.1,1.26E-05,894.0068218,2860
75.508096,19.3,76.7,2.24E-05,1145.412263,2861
75.52946,17.5,75,1.10E-05,496,2862
75.532909,17.5,75.3,1.70E-05,1307,2863
75.554107,17.6,77.9,2.84E-05,1801.189301,2864
75.566401,17.6,83,2.92E-05,1539.954971,2865
75.635299,19.1,59.4,9.92E-06,425.5949283,2866
75.660389,17.5,74.7,1.20E-05,436,2867
75.701446,19.3,74.1,2.10E-05,1454,2868
75.740539,17.5,75.3,1.23E-05,542.840211,2869
75.818187,17.5,75.3,2.60E-05,1845.015775,2870
75.836138,17.6,83.2,1.40E-05,571,2871
75.847698,27.1,108.6,2.59E-05,1371.738813,2872
75.864791,19.1,59.3,1.59E-05,1246.012361,2873
75.920091,17.5,74.7,1.50E-05,1069,2874
75.92169,17.6,84.9,3.10E-05,1829,2875
75.926317,19.1,60.2,1.44E-05,1202.967097,2876
75.962354,17.5,74.7,2.20E-05,1257,2877
75.992998,17.5,74.7,1.80E-05,1085,2878
76.023157,19.4,78.3,1.25E-05,442.1432849,2879
76.039394,19.1,59.6,1.40E-05,944.5867761,2880
76.053567,17.5,75.3,2.10E-05,1159,2881
76.058046,19.4,77.2,8.36E-06,312.4597496,2882
76.097251,18.6,113.7,2.39E-05,1138.776511,2883
76.100924,17.6,80,2.18E-05,983.8984937,2884
76.106675,18.6,113.1,2.54E-05,1160.780006,2885
76.112383,17.6,80.3,2.00E-05,955,2886
76.203669,17.5,74.7,1.00E-05,686,2887
76.222429,28.4,96.2,2.51E-05,1470.11233,2888
76.254256,17.5,73.4,1.50E-05,1149,2889
76.316701,17.6,78.5,3.06E-05,1849.198646,2890
76.389318,17.6,79.4,1.28E-05,680.3158913,2891
76.391759,17.6,78.2,9.00E-06,418,2892
76.410405,17.6,81.9,2.80E-05,1886,2893
76.417447,17.5,75,9.50E-06,323,2894
76.428452,19.3,71.4,1.05E-05,674.5179035,2895
76.478591,17.6,77.9,1.34E-05,907.1616328,2896
76.479553,19.4,80.4,1.39E-05,793.7126293,2897
76.484187,19.4,80.4,1.40E-05,558,2898
76.49555,17.5,74.7,2.10E-05,1614,2899
76.501349,17.6,81.3,1.89E-05,904.204128,2900
76.508537,17.5,73.4,2.30E-05,1809,2901
76.510432,17.6,82.2,3.00E-05,1779,2902
76.511202,19.4,77.7,1.30E-05,814.1956218,2903
76.53745,19.4,77.7,1.12E-05,653.53965,2904
76.543904,17.5,75.3,1.30E-05,967,2905
76.544656,17.5,73.4,8.60E-06,444,2906
76.60734,19.1,61.3,1.72E-05,1211.42835,2907
76.60818,19.1,60.7,6.20E-06,306.5340337,2908
76.619275,17.5,73.8,1.70E-05,788,2909
76.648882,19.1,60.8,1.33E-05,751.1163506,2910
76.656832,17.5,74.7,2.00E-05,1001,2911
76.688702,17.5,74.4,2.20E-05,1759,2912
76.819895,17.6,78.8,2.60E-05,1769,2913
76.896906,19.4,77.7,2.00E-05,1341,2914
76.927782,28.3,95.4,1.59E-05,853.5985282,2915
77.021291,17.6,78.8,2.10E-05,1094,2916
77.02179,17.5,75.3,1.30E-05,842,2917
77.09287,19.3,73.4,2.24E-05,1537.375753,2918
77.104502,17.6,83,2.80E-05,1957,2919
77.110406,17.5,74.7,9.70E-06,339,2920
77.11449,17.6,78.2,2.20E-05,1115,2921
77.142676,19.4,78.3,1.37E-05,490.0618486,2922
77.145794,17.6,80.3,2.90E-05,1776,2923
77.192338,17.5,74.4,1.30E-05,612,2924
77.197372,17.5,73.4,1.30E-05,694,2925
77.267779,19.3,72.4,1.92E-05,1216.724349,2926
77.280867,17.5,72.5,1.20E-05,916,2927
77.294133,17.6,82.2,2.70E-05,1870,2928
77.329877,28.9,102.3,3.17E-05,1443.273431,2929
77.353341,17.6,78.2,3.00E-05,1913,2930
77.387924,17.6,81.9,2.30E-05,1303,2931
77.422637,17.5,73.8,1.32E-05,780.7042193,2932
77.433981,17.5,73.8,2.60E-05,1599,2933
77.447603,19.1,63.8,2.23E-05,1688.238714,2934
77.477401,17.6,83,1.90E-05,828,2935
77.479261,17.5,76.4,1.27E-05,716.7471548,2936
77.49531,19.4,77.7,1.80E-05,730,2937
77.526507,17.5,74.4,1.80E-05,935,2938
77.577535,19.1,64.2,1.14E-05,908.5651979,2939
77.598094,17.5,73.4,1.10E-05,525,2940
77.635439,17.5,74.4,1.50E-05,1112,2941
77.643016,17.6,84.9,2.90E-05,1304,2942
77.682568,19.4,81.1,2.29E-05,1115.083535,2943
77.705173,19.2,67.2,1.81E-05,1390.022412,2944
77.720229,17.5,75.3,1.10E-05,741,2945
77.854826,17.6,83,1.72E-05,1082.686552,2946
77.858307,19.1,59.4,1.45E-05,970.5612723,2947
77.866308,17.5,73.4,1.50E-05,619,2948
77.873892,17.6,82.2,3.30E-05,1882,2949
77.881231,17.6,82.7,3.05E-05,1828.283653,2950
77.88621,17.5,76.4,9.50E-06,496,2951
77.916829,19.1,62,1.62E-05,938.4789431,2952
77.929126,17.6,78.5,1.07E-05,333.6906745,2953
77.9506,17.6,84.9,2.20E-05,1472,2954
77.957245,17.5,73.4,1.70E-05,1355,2955
77.965004,17.6,83,1.08E-05,362.5113649,2956
77.986151,19.1,62.3,1.79E-05,1257.747709,2957
77.999474,17.6,82.2,1.14E-05,508.1656372,2958
78.022467,17.6,81.6,2.70E-05,1821,2959
78.081462,19.4,79.8,2.00E-05,993,2960
78.09497,19.2,69.4,9.91E-06,657.3660205,2961
78.100345,17.5,74.4,1.30E-05,907,2962
78.107843,19.2,65.7,2.23E-05,1434.384742,2963
78.131497,17.6,83,2.50E-05,1071,2964
78.132576,17.6,84.1,1.09E-05,543.9523987,2965
78.14354,17.5,73.1,2.22E-05,1813.587068,2966
78.179109,19.3,76.4,1.18E-05,306.4329551,2967
78.22191,17.6,78.2,2.60E-05,1470,2968
78.242025,17.5,75.3,2.60E-05,1879,2969
78.243307,19.4,77.7,2.60E-05,1675,2970
78.317038,19.3,72,2.28E-05,1335.599708,2971
78.329102,19.4,77.7,1.85E-05,867.9375951,2972
78.336458,17.5,74.4,2.60E-05,1910,2973
78.34867,19.4,79.8,2.10E-05,1461,2974
78.365804,17.5,73.8,1.10E-05,729,2975
78.375876,17.6,81.9,2.30E-05,1571,2976
78.462537,19.4,80.4,2.00E-05,1304,2977
78.470304,19.4,78.3,2.22E-05,1076.996798,2978
78.505093,19.1,63.3,1.86E-05,1515.021421,2979
78.546733,17.5,74.7,1.50E-05,606,2980
78.552097,17.6,82.2,2.10E-05,1438,2981
78.552631,19.4,77.7,2.40E-05,1358,2982
78.580818,17.5,73.8,2.90E-05,1821,2983
78.597769,19.2,64.7,1.83E-05,1278.728601,2984
78.64397,17.5,75.3,1.10E-05,464,2985
78.644776,17.6,82.2,3.20E-05,1944.361879,2986
78.659854,17.6,80.3,2.70E-05,1842,2987
78.702002,17.6,81.6,1.80E-05,1280,2988
78.761095,17.5,74.7,2.80E-05,1766,2989
78.77775,19.4,80.4,1.50E-05,584,2990
78.787666,17.6,80.8,3.10E-05,1788,2991
78.788343,17.5,73.8,2.40E-05,1375,2992
78.880182,17.5,73.8,2.40E-05,1436,2993
78.936154,19.4,80.4,2.70E-05,1549,2994
78.947859,17.5,74.7,2.10E-05,1164,2995
78.962391,17.5,74.7,9.40E-06,353,2996
78.967191,17.6,84.4,2.90E-05,1969,2997
78.974125,17.5,73.8,2.20E-05,1272,2998
78.984053,19.1,59.9,2.22E-05,1736.028548,2999
78.999536,17.6,78.2,9.20E-06,388,3000
79.006635,17.6,83.2,2.18E-05,858.0627523,3001
79.05674,17.5,75,2.90E-05,1862,3002
79.065542,34.2,98.1,1.77E-05,952.6334456,3003
79.074468,17.5,74.7,1.06E-05,659.0777392,3004
79.082616,17.5,74.4,1.60E-05,1267,3005
79.123438,19.2,68.4,9.73E-06,427.0151318,3006
79.123626,19.3,75.6,1.28E-05,782.7430312,3007
79.127699,17.6,83.2,3.00E-05,1970,3008
79.168292,19.1,59.4,2.21E-05,1887.470668,3009
79.190428,17.5,74.7,2.80E-05,1711,3010
79.208867,19.1,62.5,7.45E-06,480.3721623,3011
79.222506,19.2,69.6,9.98E-06,552.8216769,3012
79.277394,17.6,83.2,1.30E-05,791,3013
79.279687,17.5,74.7,2.00E-05,1088,3014
79.287291,17.6,81.6,2.20E-05,1593,3015
79.314143,17.5,76.4,2.10E-05,1126,3016
79.339176,17.6,82.4,1.10E-05,573,3017
79.36269,17.5,74.4,1.10E-05,746,3018
79.388079,17.5,74.4,2.00E-05,1618,3019
79.391335,17.6,78.2,1.30E-05,694,3020
79.450125,17.6,82.4,3.00E-05,1578,3021
79.462699,17.6,83,2.43E-05,1217.782837,3022
79.501155,17.5,75.3,2.00E-05,1521,3023
79.501453,17.5,75.3,1.60E-05,1203,3024
79.550844,17.5,74.7,1.70E-05,795,3025
79.572929,17.6,82.4,2.70E-05,1411,3026
79.599505,19.1,62.5,1.77E-05,1368.865087,3027
79.619335,19.6,114.4,2.80E-05,1664.440712,3028
79.627742,17.5,74.7,1.20E-05,414,3029
79.650827,17.5,74.4,2.70E-05,1517,3030
79.695383,19.4,79.8,3.04E-05,1966.797746,3031
79.719044,17.5,74.4,1.01E-05,624.3232631,3032
79.729297,17.5,74.7,1.17E-05,779.7921289,3033
79.753754,19.1,60.5,1.96E-05,1621.135173,3034
79.788189,17.6,80.8,2.40E-05,1178,3035
79.792771,19.2,65.6,2.37E-05,1828.694141,3036
79.840911,17.6,83.2,2.90E-05,1714,3037
79.851254,17.5,74.7,2.60E-05,1501,3038
79.873245,17.5,74.7,2.20E-05,1569,3039
79.87926,17.5,72.5,1.70E-05,1012,3040
79.888082,17.5,74.7,1.80E-05,1410,3041
79.91166,17.5,76.4,2.80E-05,1888,3042
79.997659,17.5,75.3,2.20E-05,1216,3043
80.021306,17.5,74.7,2.12E-05,1163.021222,3044
80.072845,19.4,80.4,1.37E-05,584.5492513,3045
80.079935,19.4,79.8,2.10E-05,1282,3046
80.08508,17.6,80.3,2.40E-05,1199,3047
80.085718,19.2,65.7,2.18E-05,1794.696979,3048
80.139755,19.4,79.8,2.50E-05,1322,3049
80.151601,17.6,78.2,1.10E-05,637,3050
80.167463,19.3,74.1,1.67E-05,1197.890933,3051
80.173719,17.5,74.7,2.40E-05,1431,3052
80.174015,17.5,73.4,1.60E-05,806,3053
80.193943,17.5,74.4,1.10E-05,749,3054
80.222683,17.5,74.4,1.16E-05,777.3304033,3055
80.240673,17.5,74.7,1.60E-05,767,3056
80.308301,19.3,74.1,9.25E-06,507.4888571,3057
80.337526,21.3,116.5,2.94E-05,1353.24786,3058
80.349732,17.5,74.4,1.50E-05,1040,3059
80.366022,17.6,78.2,1.80E-05,1079,3060
80.388972,17.6,85.8,1.41E-05,820.3045085,3061
80.401385,19.1,59.6,7.42E-06,518.4398655,3062
80.418592,17.6,83.5,1.19E-05,605.5264939,3063
80.510326,17.6,78.2,2.10E-05,1614,3064
80.519142,17.6,78.2,9.00E-06,435,3065
80.532114,17.6,80.8,1.10E-05,566,3066
80.566394,17.5,75.3,1.30E-05,940,3067
80.614272,19.4,77.7,2.30E-05,1140,3068
80.621046,17.6,78.2,2.70E-05,1851.553507,3069
80.630837,17.5,74.7,1.53E-05,1162.186706,3070
80.633978,17.6,80.8,3.20E-05,1797,3071
80.708094,17.6,82.2,3.40E-05,1971,3072
80.724423,28.4,97,1.68E-05,742.8038078,3073
80.752287,19.2,64.8,1.12E-05,876.1722488,3074
80.761085,19.3,74.9,9.23E-06,479.752699,3075
80.770083,28.9,102.3,2.88E-05,1277.351735,3076
80.780283,17.5,73.4,1.90E-05,1018,3077
80.84754,19.4,77.7,1.90E-05,1185,3078
80.84773,19.1,62.6,2.16E-05,1690.310328,3079
80.898568,17.6,80.8,1.80E-05,1130,3080
80.926463,17.5,75.3,1.05E-05,334.4678955,3081
80.935618,19.3,74.6,1.41E-05,962.0844679,3082
80.974167,19.1,63.2,1.66E-05,946.6178614,3083
80.9795,19.4,80.4,2.50E-05,1318,3084
80.988144,27.7,75,1.11E-05,648.3380347,3085
81.004244,17.5,74.4,1.60E-05,827,3086
81.015198,19.2,68.9,1.04E-05,713.758515,3087
81.017003,19.4,80.4,2.95E-05,1862.496396,3088
81.049114,17.6,82.4,2.70E-05,1919,3089
81.058484,17.6,80.8,2.70E-05,1357,3090
81.065992,17.5,74.4,1.00E-05,430,3091
81.07623,17.6,83,2.90E-05,1468,3092
81.089411,17.6,78.2,9.50E-06,476,3093
81.097634,17.6,83,2.00E-05,1331.48257,3094
81.105419,17.5,73.8,1.76E-05,1313.353875,3095
81.139363,17.5,76.4,2.17E-05,1021.799487,3096
81.166509,17.5,74.4,1.57E-05,809.6639272,3097
81.172021,17.6,84.4,9.50E-06,396,3098
81.268998,19.2,70,1.97E-05,1107.735738,3099
81.27731,17.5,74.7,1.20E-05,850,3100
81.375647,19.2,65.4,1.02E-05,755.8863609,3101
81.390337,17.6,78.2,2.70E-05,1576,3102
81.405537,19.4,77.7,2.40E-05,1211,3103
81.413615,17.6,82.2,2.40E-05,1710,3104
81.472158,19.2,68,9.30E-06,610.7022219,3105
81.480997,17.6,78.2,2.40E-05,1817,3106
81.486598,17.6,84.4,1.30E-05,765,3107
81.487931,17.5,75.3,2.90E-05,1721,3108
81.519979,17.5,73.4,2.80E-05,1779,3109
81.52591,17.5,75.3,1.35E-05,955.814481,3110
81.536022,19.3,72.9,2.46E-05,1781.338654,3111
81.546916,19.4,77.7,2.40E-05,1540,3112
81.576678,17.5,73.8,2.20E-05,1759,3113
81.579765,17.6,77.9,2.52E-05,1536.301931,3114
81.614932,17.5,74.4,2.30E-05,1820,3115
81.644994,17.6,78.2,1.50E-05,1069,3116
81.666064,17.5,74.4,2.50E-05,1716,3117
81.707071,17.5,75.3,1.80E-05,1418,3118
81.762069,17.6,78.2,1.90E-05,1404,3119
81.769081,17.5,74.4,2.90E-05,1861,3120
81.774862,17.6,78.2,1.20E-05,513,3121
81.779498,19.1,63.9,2.07E-05,1466.125059,3122
81.852704,19.3,74.1,1.20E-05,487,3123
81.965383,17.5,72.5,1.80E-05,885,3124
81.986263,19.4,80.4,2.72E-05,1687.056701,3125
82.021321,27.7,65.5,9.75E-06,358.480103,3126
82.040776,24.3,98.1,2.21E-05,1414.839082,3127
82.065154,17.6,80.8,1.40E-05,631,3128
82.067875,17.5,73.1,2.71E-05,1722.467021,3129
82.075352,17.6,84.9,9.70E-06,395,3130
82.079747,17.6,82.4,3.00E-05,1553,3131
82.082306,17.6,78.2,2.20E-05,1617,3132
82.107355,18.6,114.3,2.34E-05,1292.559438,3133
82.113804,17.6,82.4,2.10E-05,943,3134
82.114628,17.6,81.3,1.83E-05,753.2638592,3135
82.120146,19.1,63.9,6.86E-06,378.7679067,3136
82.133011,17.6,84.9,2.70E-05,1319,3137
82.168476,19.2,66.2,1.24E-05,630.8521377,3138
82.21203,17.5,74.4,2.70E-05,1639,3139
82.22284,17.5,74.1,2.56E-05,1498.280372,3140
82.244749,19.4,80.4,2.00E-05,1355,3141
82.27831,19.4,79.8,1.61E-05,1045.967933,3142
82.287708,17.5,74.7,2.60E-05,1520,3143
82.310407,17.5,72.5,1.60E-05,1264,3144
82.370983,28.9,102.3,2.95E-05,1440.850038,3145
82.430001,19.1,62.5,1.61E-05,1420.613783,3146
82.49703,19.2,68.1,7.77E-06,336.5015179,3147
82.53545,19.1,63.8,2.13E-05,1640.159734,3148
82.540051,17.6,80.8,1.80E-05,1273,3149
82.551936,19.3,72,1.59E-05,656.9482531,3150
82.574971,17.6,79.1,2.84E-05,1706.615455,3151
82.588294,19.1,62,1.97E-05,1689.501865,3152
82.59846,19.4,77.7,1.60E-05,709,3153
82.615126,17.6,83,2.40E-05,1648,3154
82.634806,17.5,74.7,2.30E-05,1839,3155
82.677776,19.1,63.9,1.63E-05,1417.173474,3156
82.684564,19.6,114.2,2.07E-05,948.7272434,3157
82.719291,17.5,74.7,2.70E-05,1972,3158
82.789261,19.4,78,2.02E-05,1346.693886,3159
82.854235,17.5,75.3,2.80E-05,1766,3160
82.87568,17.5,74.7,1.70E-05,1348,3161
82.880136,17.6,78.2,8.30E-06,331,3162
82.885775,17.5,75.3,2.10E-05,1082,3163
82.898277,17.5,75,2.60E-05,1437,3164
82.917217,17.5,74.4,1.90E-05,809,3165
82.941092,29.8,87.9,1.30E-05,676.7284032,3166
82.982693,19.1,59.9,8.61E-06,701.4033937,3167
83.033254,17.5,73.4,9.20E-06,521,3168
83.093025,19.1,62.3,2.03E-05,1419.523044,3169
83.098258,19.1,59.9,8.64E-06,651.9029472,3170
83.137158,17.5,74.7,2.90E-05,1896,3171
83.149452,17.5,74.4,2.60E-05,1963,3172
83.234488,19.3,76.2,1.08E-05,625.4138398,3173
83.23639,19.2,65.4,1.50E-05,1251.10065,3174
83.247802,19.6,114.2,2.43E-05,1395.712113,3175
83.256568,17.6,84.4,1.06E-05,548.5497985,3176
83.2811,17.5,76.4,1.80E-05,1350,3177
83.289389,17.5,75,2.95E-05,1933.27458,3178
83.290835,17.5,74.7,2.20E-05,1775,3179
83.299587,17.5,74.7,2.78E-05,1692.800417,3180
83.320006,17.6,78.2,2.70E-05,1431,3181
83.33531,17.5,75.3,2.00E-05,1553,3182
83.338826,19.3,72,2.10E-05,1265.507024,3183
83.339547,28.4,96.2,1.54E-05,710.0862931,3184
83.388152,17.5,74.4,2.00E-05,953,3185
83.422215,18.6,117.3,2.83E-05,1595.56485,3186
83.439757,19.4,80.4,2.82E-05,1692.394745,3187
83.487451,24.9,109.1,2.00E-05,682.4010919,3188
83.571893,17.5,75.3,2.80E-05,1952,3189
83.588811,19.1,63.5,9.14E-06,683.1347736,3190
83.591366,19.3,73.9,2.55E-05,1718.98849,3191
83.595351,17.6,80.3,8.30E-06,314,3192
83.688387,17.5,74.7,3.00E-05,1980,3193
83.69875,17.6,79.4,2.48E-05,1828.035375,3194
83.767066,17.5,74.4,2.80E-05,1709,3195
83.769996,17.6,78.2,2.40E-05,1269,3196
83.773279,17.5,74.4,2.80E-05,1745,3197
83.78639,31.2,99.1,1.95E-05,1144.18151,3198
83.899303,17.5,74.4,2.50E-05,1412,3199
83.89944,19.4,79.8,2.40E-05,1212,3200
83.944298,17.5,72.5,8.80E-06,493,3201
83.967193,17.6,78.2,2.90E-05,1910,3202
84.009589,17.6,82.7,2.49E-05,988.7018358,3203
84.020117,19.2,64.5,1.92E-05,1596.212547,3204
84.042162,19.2,69.6,2.03E-05,1134.182735,3205
84.073942,17.6,80.8,3.00E-05,1824,3206
84.154742,19.4,79.8,1.00E-05,454,3207
84.20033,17.5,74.4,1.50E-05,1128,3208
84.227855,17.5,74.7,2.80E-05,1692,3209
84.242099,17.5,72.5,2.20E-05,1816,3210
84.242535,17.6,83,1.50E-05,980,3211
84.292989,17.5,76.4,2.20E-05,1188.948101,3212
84.358311,17.5,74.7,2.70E-05,1942,3213
84.360169,19.2,67.8,1.86E-05,1107.889142,3214
84.368091,17.6,83.2,2.10E-05,1182,3215
84.392146,19.3,74.9,2.28E-05,1406.081754,3216
84.420981,19.2,66.5,2.07E-05,1313.554643,3217
84.428757,19.4,80.4,2.30E-05,1528.777498,3218
84.428943,17.6,80.3,1.60E-05,1138,3219
84.44705,19.1,62.3,1.80E-05,1352.818207,3220
84.453014,19.3,72.6,1.88E-05,972.0654584,3221
84.484651,17.5,73.4,2.00E-05,1578,3222
84.488851,17.6,78.2,1.20E-05,543,3223
84.497286,19.2,65.6,1.56E-05,880.2271707,3224
84.531123,19.3,72.9,2.04E-05,931.1025157,3225
84.536538,17.5,75.3,1.50E-05,1151,3226
84.554968,19.4,77.7,1.11E-05,340.9942642,3227
84.564426,17.6,84.9,2.30E-05,1546,3228
84.611153,17.5,74.4,2.21E-05,1198.889108,3229
84.643321,19.3,70.7,1.96E-05,1104.281168,3230
84.656846,19.4,79.8,1.90E-05,672,3231
84.685791,17.5,74.7,2.90E-05,1711,3232
84.69189,17.6,84.4,3.20E-05,1959,3233
84.752506,19.2,64.7,2.34E-05,1827.390119,3234
84.805918,17.6,78.2,2.40E-05,1723,3235
84.822596,17.5,75.3,1.90E-05,865,3236
84.87611,19.3,75.1,2.72E-05,1955.746668,3237
84.88981,17.5,75.3,2.00E-05,1570,3238
84.925219,19.2,65.1,1.77E-05,1507.752343,3239
84.947127,17.5,75.3,2.80E-05,1755,3240
84.95568,19.2,65.6,1.76E-05,1397.907908,3241
84.976388,17.5,75.3,2.20E-05,1729.986289,3242
85.010694,19.3,73.4,1.55E-05,735.4930768,3243
85.048811,17.5,74.7,1.10E-05,397,3244
85.08571,17.5,76.4,8.80E-06,406,3245
85.097381,17.6,83,1.40E-05,576.007348,3246
85.131203,17.5,75,1.90E-05,1544,3247
85.133056,19.4,80.4,1.69E-05,1092.204091,3248
85.135901,17.6,78.2,2.70E-05,1254,3249
85.137896,17.5,74.7,2.32E-05,1327.726801,3250
85.14375,17.5,72.5,1.70E-05,1388,3251
85.149912,17.6,80.3,3.10E-05,1809,3252
85.165507,17.6,83,2.97E-05,1407.059645,3253
85.189968,17.6,82.4,1.10E-05,360,3254
85.196607,19.1,59.6,2.44E-05,1982.127865,3255
85.213312,17.6,83.5,1.33E-05,555.6219992,3256
85.215066,17.6,84.4,2.27E-05,1532.103193,3257
85.217774,17.5,74.7,1.31E-05,873.244688,3258
85.234258,17.6,82.2,2.42E-05,1709.073379,3259
85.241863,17.6,83.2,2.60E-05,1769,3260
85.290658,17.6,82.2,1.88E-05,1310.198706,3261
85.299941,19.1,61.2,7.78E-06,569.3685635,3262
85.304939,17.6,81.6,2.97E-05,1736.245035,3263
85.37696,19.2,70.3,1.54E-05,1172.691431,3264
85.408013,17.6,80.8,2.00E-05,1213,3265
85.412376,17.5,74.7,1.10E-05,470,3266
85.432665,19.4,79.8,1.20E-05,493,3267
85.436655,19.2,68.3,2.39E-05,1579.862262,3268
85.476802,19.2,66,1.92E-05,1298.867822,3269
85.536015,17.5,74.4,2.57E-05,1837.527324,3270
85.539152,19.1,63.9,1.68E-05,970.3790116,3271
85.548605,19.2,68.1,2.09E-05,1561.074531,3272
85.558358,17.6,80.8,1.30E-05,873,3273
85.563538,31.8,86.2,1.54E-05,829.5150151,3274
85.595023,17.6,83.2,1.50E-05,995,3275
85.632837,17.6,84.6,2.87E-05,1407.962523,3276
85.645418,17.6,78.8,1.01E-05,575.5496962,3277
85.656141,17.6,82.4,1.98E-05,1385.9768,3278
85.695615,17.5,75.3,2.90E-05,1684,3279
85.810263,17.5,74.4,2.60E-05,1767,3280
85.834899,17.6,80.3,2.80E-05,1745,3281
85.866656,17.5,74.7,2.50E-05,1325,3282
85.933319,17.5,74.4,3.00E-05,1973,3283
85.954505,17.5,74.1,1.77E-05,903.3489534,3284
85.972919,17.6,80.8,1.30E-05,608,3285
85.996825,17.6,78.2,2.98E-05,1876.62464,3286
86.058956,17.6,82.4,1.30E-05,661,3287
86.143551,17.5,74.7,1.00E-05,344,3288
86.159022,19.3,74.9,2.13E-05,1108.003102,3289
86.185748,17.6,78.2,1.70E-05,678,3290
86.277774,17.5,72.5,1.70E-05,1428,3291
86.286499,17.6,81.9,2.10E-05,1289,3292
86.287147,17.6,80.3,2.40E-05,1015,3293
86.323215,17.6,78.8,1.30E-05,846,3294
86.382194,17.5,75.3,2.50E-05,1984.381581,3295
86.433307,17.6,80.8,3.00E-05,1866,3296
86.457997,17.5,75.3,9.70E-06,347,3297
86.463085,17.5,73.4,2.00E-05,1078,3298
86.473959,19.4,78.6,1.47E-05,613.8475562,3299
86.488766,17.6,80.3,2.40E-05,1273,3300
